table_name,column_name,data_type,is_nullable,default_value,is_primary_key,is_foreign_key
pf_target,pf_account_id,uuid,NO,,NO,YES
pf_target,kind,text,NO,,NO,NO
pf_target,category_id,uuid,YES,,NO,YES
pf_target,period,text,NO,,NO,NO
pf_target,period_start,date,NO,,NO,NO
pf_target,amount,numeric,NO,,NO,NO
pf_target,currency,text,NO,'BDT'::text,NO,NO
pf_target,note,text,YES,,NO,NO
pf_target,created_at,timestamp with time zone,NO,now(),NO,NO
pf_target,archived_at,timestamp with time zone,YES,,NO,NO
project,id,uuid,NO,gen_random_uuid(),YES,NO
project,org_id,uuid,NO,,NO,YES
project,title,text,NO,,NO,NO
project,client_party_id,uuid,YES,,NO,YES
project,template_id,uuid,YES,,NO,YES
project,estimate_amount,numeric,YES,,NO,NO
project,status,text,NO,'active'::text,NO,NO
project,created_by,uuid,YES,,NO,NO
project,created_at,timestamp with time zone,NO,now(),NO,NO
project,updated_by,uuid,YES,,NO,NO
project,updated_at,timestamp with time zone,NO,now(),NO,NO
project,confirmed_by,uuid,YES,,NO,NO
project,confirmed_at,timestamp with time zone,YES,,NO,NO
project,archived_at,timestamp with time zone,YES,,NO,NO
project,custom_json,jsonb,YES,'{}'::jsonb,NO,NO
ref_alias,id,uuid,NO,gen_random_uuid(),YES,NO
ref_alias,org_id,uuid,NO,,NO,YES
ref_alias,ref_id,uuid,NO,,NO,YES
ref_alias,alias,text,NO,,NO,NO
ref_alias,normalized,text,NO,,NO,NO
ref_entity,id,uuid,NO,gen_random_uuid(),YES,NO
ref_entity,org_id,uuid,NO,,NO,YES
ref_entity,kind,text,NO,,NO,NO
ref_entity,canonical,text,NO,,NO,NO
ref_entity,parent_id,uuid,YES,,NO,YES
ref_entity,meta_json,jsonb,YES,'{}'::jsonb,NO,NO
ref_entity,status,text,NO,'provisional'::text,NO,NO
ref_entity,confirmed_by,uuid,YES,,NO,NO
ref_entity,confirmed_at,timestamp with time zone,YES,,NO,NO
ref_entity,created_by,uuid,YES,,NO,NO
ref_entity,created_at,timestamp with time zone,NO,now(),NO,NO
ref_entity,archived_at,timestamp with time zone,YES,,NO,NO
ref_entity,merged_into_id,uuid,YES,,NO,YES
role,id,uuid,NO,gen_random_uuid(),YES,NO
role,org_id,uuid,NO,,NO,YES
role,name,text,NO,,NO,NO
role,is_system,boolean,NO,false,NO,NO
settlement_transfer,id,uuid,NO,gen_random_uuid(),YES,NO
settlement_transfer,org_id,uuid,NO,,NO,NO
settlement_transfer,from_party_id,uuid,NO,,NO,YES
settlement_transfer,to_party_id,uuid,NO,,NO,YES
settlement_transfer,amount,numeric,NO,,NO,NO
settlement_transfer,transferred_at,date,NO,,NO,NO
settlement_transfer,medium,text,YES,,NO,NO
settlement_transfer,note,text,YES,,NO,NO
settlement_transfer,reverses_transfer_id,uuid,YES,,NO,YES
settlement_transfer,created_by,uuid,YES,,NO,NO
settlement_transfer,created_at,timestamp with time zone,NO,now(),NO,NO
settlement_transfer,import_batch_id,uuid,YES,,NO,YES
task,id,uuid,NO,gen_random_uuid(),YES,NO
task,org_id,uuid,NO,,NO,YES
task,title,text,NO,,NO,NO
task,details,text,YES,,NO,NO
task,state,text,NO,'open'::text,NO,NO
task,due_at,timestamp with time zone,YES,,NO,NO
task,due_tz,text,YES,,NO,NO
task,assignee_party_id,uuid,YES,,NO,YES
task,assignee_user_id,uuid,YES,,NO,YES
task,work_item_id,uuid,YES,,NO,YES
task,created_by,uuid,YES,,NO,NO
task,created_at,timestamp with time zone,NO,now(),NO,NO
task,updated_by,uuid,YES,,NO,NO
task,updated_at,timestamp with time zone,NO,now(),NO,NO
task,completed_at,timestamp with time zone,YES,,NO,NO
user_account,id,uuid,NO,gen_random_uuid(),YES,NO
user_account,org_id,uuid,NO,,NO,YES
user_account,email,USER-DEFINED,NO,,NO,NO
user_account,password_hash,text,NO,,NO,NO
user_account,twofa_secret,text,YES,,NO,NO
user_account,status,text,NO,'active'::text,NO,NO
user_account,party_id,uuid,YES,,NO,YES
user_account,created_at,timestamp with time zone,NO,now(),NO,NO
user_account,updated_at,timestamp with time zone,NO,now(),NO,NO
user_role,id,uuid,NO,gen_random_uuid(),YES,NO
user_role,org_id,uuid,NO,,NO,YES
user_role,user_id,uuid,NO,,NO,YES
user_role,role_id,uuid,NO,,NO,YES
user_role,scope_json,jsonb,YES,'{}'::jsonb,NO,NO
work_item,id,uuid,NO,gen_random_uuid(),YES,NO
work_item,org_id,uuid,NO,,NO,YES
work_item,project_id,uuid,YES,,NO,YES
work_item,milestone_id,uuid,YES,,NO,YES
work_item,course_ref_id,uuid,YES,,NO,YES
work_item,assignment_type_ref_id,uuid,YES,,NO,YES
work_item,title,text,NO,,NO,NO
work_item,details,text,YES,,NO,NO
work_item,source_party_id,uuid,YES,,NO,YES
work_item,doer_party_id,uuid,YES,,NO,YES
work_item,assigner_user_id,uuid,YES,,NO,YES
work_item,work_state,text,NO,'draft'::text,NO,NO
work_item,money_state,text,NO,'unbilled'::text,NO,NO
work_item,is_estimate,boolean,NO,false,NO,NO
work_item,custom_json,jsonb,YES,'{}'::jsonb,NO,NO
work_item,brief_file_id,uuid,YES,,NO,YES
work_item,notes,text,YES,,NO,NO
work_item,created_by,uuid,YES,,NO,NO
work_item,created_at,timestamp with time zone,NO,now(),NO,NO
work_item,confirmed_by,uuid,YES,,NO,NO
work_item,confirmed_at,timestamp with time zone,YES,,NO,NO
work_item,updated_by,uuid,YES,,NO,NO
work_item,updated_at,timestamp with time zone,NO,now(),NO,NO
work_item,archived_at,timestamp with time zone,YES,,NO,NO
work_item,trackable,boolean,NO,true,NO,NO
work_item,billable,boolean,NO,false,NO,NO
work_item,ai_capture_id,uuid,YES,,NO,YES
work_item,import_batch_id,uuid,YES,,NO,YES
work_item,client_account_id,uuid,YES,,NO,YES
work_line,id,uuid,NO,gen_random_uuid(),YES,NO
work_line,org_id,uuid,NO,,NO,YES
work_line,work_item_id,uuid,NO,,NO,YES
work_line,line_kind,text,NO,,NO,NO
work_line,consumer_party_id,uuid,YES,,NO,YES
work_line,writer_party_id,uuid,YES,,NO,YES
work_line,word_count,integer,YES,,NO,NO
work_line,unit_count,integer,YES,1,NO,NO
work_line,client_rate,numeric,YES,,NO,NO
work_line,writer_rate,numeric,YES,,NO,NO
work_line,fixed_amount,numeric,YES,,NO,NO
work_line,note,text,YES,,NO,NO
work_line,source_line_id,uuid,YES,,NO,YES
work_outcome,id,uuid,NO,gen_random_uuid(),YES,NO
work_outcome,org_id,uuid,NO,,NO,YES
work_outcome,work_item_id,uuid,NO,,NO,YES
work_outcome,on_time,boolean,YES,,NO,NO
work_outcome,days_late,integer,YES,,NO,NO
work_outcome,revision_count,integer,NO,0,NO,NO
work_outcome,revision_fault,text,YES,,NO,NO
work_outcome,grade,text,YES,,NO,NO
work_outcome,marker_feedback,text,YES,,NO,NO
work_outcome,complaint,boolean,NO,false,NO,NO
work_outcome,complaint_reason,text,YES,,NO,NO
work_outcome,failed,boolean,NO,false,NO,NO
work_outcome,ai_score,numeric,YES,,NO,NO
work_outcome,satisfaction,text,YES,,NO,NO
work_outcome,rework_cost,numeric,YES,,NO,NO
work_outcome,disputed,boolean,NO,false,NO,NO
work_outcome,recorded_by,uuid,YES,,NO,NO
work_outcome,recorded_at,timestamp with time zone,NO,now(),NO,NO
work_outcome,updated_by,uuid,YES,,NO,NO
work_outcome,updated_at,timestamp with time zone,NO,now(),NO,NO
work_outcome,resit,boolean,NO,false,NO,NO
